,0,1,2
114,warfarin,chondroitin,2
115,warfarin,cilostazol,1
116,warfarin,cimetidine,2
117,warfarin,cinoxacin,3
118,warfarin,ciprofloxacin,3
119,warfarin,cisapride,2
120,warfarin,citalopram,2
121,warfarin,clarithromycin,3
122,warfarin,clofibrate,3
123,warfarin,clomipramine,2
124,warfarin,clopidogrel,3
125,warfarin,clove,1
126,warfarin,cloxacillin,2
127,warfarin,clozapine,2
128,warfarin,cobicistat,2
129,warfarin,colesevelam,2
130,warfarin,colestipol,1
131,warfarin,collagenase clostridium histolyticum,2
132,warfarin,conivaptan,1
133,warfarin,conjugated estrogens,2
134,warfarin,conjugated estrogens topical,2
135,warfarin,corticorelin,2
136,warfarin,corticotropin,2
137,warfarin,cortisone,2
138,warfarin,cosyntropin,2
139,warfarin,cranberry,2
140,warfarin,cyclophosphamide,2
141,warfarin,cyclosporine,2
142,warfarin,dabigatran,3
143,warfarin,dabrafenib,2
144,warfarin,daclatasvir,2
145,warfarin,dalteparin,3
146,warfarin,danaparoid,3
147,warfarin,danazol,3
148,warfarin,daptomycin,1
149,warfarin,darunavir,2
150,warfarin,dasatinib,3
151,warfarin,deferasirox,3
152,warfarin,defibrotide,3
153,warfarin,deflazacort,2
154,warfarin,delavirdine,2
155,warfarin,demeclocycline,2
156,warfarin,deoxycholic acid,2
157,warfarin,desipramine,2
158,warfarin,desirudin,3
159,warfarin,desvenlafaxine,2
160,warfarin,devil's claw,2
161,warfarin,dexamethasone,2
162,warfarin,dexfenfluramine,2
163,warfarin,dexlansoprazole,2
164,warfarin,dexmethylphenidate,1
165,warfarin,dextrothyroxine sodium,2
166,warfarin,diclofenac,3
167,warfarin,diclofenac ophthalmic,2
168,warfarin,diclofenac topical,2
169,warfarin,dicloxacillin,3
170,warfarin,dienestrol topical,2
171,warfarin,diethylstilbestrol,2
172,warfarin,diflunisal,3
173,warfarin,dipyridamole,2
174,warfarin,disopyramide,1
175,warfarin,disulfiram,2
176,warfarin,divalproex sodium,2
177,warfarin,dong quai,2
178,warfarin,doxepin,2
179,warfarin,doxepin topical,2
180,warfarin,doxorubicin,1
181,warfarin,doxorubicin liposomal,1
182,warfarin,doxycycline,2
183,warfarin,dronedarone,2
184,warfarin,drotrecogin alfa,3
185,warfarin,duloxetine,2
186,warfarin,dupilumab,2
187,warfarin,duvelisib,2
188,warfarin,echinacea,2
189,warfarin,econazole topical,2
190,warfarin,edoxaban,3
191,warfarin,efavirenz,2
192,warfarin,emapalumab,2
193,warfarin,enoxacin,3
194,warfarin,enoxaparin,3
195,warfarin,entacapone,1
196,warfarin,enzalutamide,2
197,warfarin,epoprostenol,2
198,warfarin,eptifibatide,3
199,warfarin,eravacycline,2
200,warfarin,erlotinib,2
201,warfarin,erythromycin,3
202,warfarin,escitalopram,2
203,warfarin,eslicarbazepine,2
204,warfarin,esomeprazole,2
205,warfarin,esterified estrogens,2
206,warfarin,estradiol,2
207,warfarin,estradiol topical,2
208,warfarin,estramustine,2
209,warfarin,estrone,2
210,warfarin,estropipate,2
211,warfarin,estropipate topical,2
212,warfarin,etanercept,2
213,warfarin,ethacrynic acid,2
214,warfarin,ethanol,2
215,warfarin,ethchlorvynol,1
216,warfarin,ethinyl estradiol,2
217,warfarin,ethotoin,2
218,warfarin,etodolac,3
219,warfarin,etoposide,2
220,warfarin,etravirine,2
221,warfarin,evening primrose,1
222,warfarin,exenatide,2
223,warfarin,ezetimibe,1
224,warfarin,felbamate,2
225,warfarin,fenfluramine,2
226,warfarin,fenofibrate,3
227,warfarin,fenofibric acid,3
228,warfarin,fenoprofen,3
229,warfarin,fenugreek,1
230,warfarin,feverfew,1
231,warfarin,fluconazole,3
232,warfarin,fludrocortisone,2
233,warfarin,fluorouracil,3
234,warfarin,fluoxetine,2
235,warfarin,fluoxymesterone,3
236,warfarin,flurbiprofen,3
237,warfarin,flurbiprofen ophthalmic,2
238,warfarin,flutamide,2
239,warfarin,fluvastatin,1
240,warfarin,fluvoxamine,2
241,warfarin,fondaparinux,3
242,warfarin,fosamprenavir,2
243,warfarin,fosaprepitant,2
244,warfarin,fosphenytoin,2
245,warfarin,fostamatinib,2
246,warfarin,garlic,2
247,warfarin,gatifloxacin,3
248,warfarin,gefitinib,2
249,warfarin,gemcitabine,2
250,warfarin,gemfibrozil,3
251,warfarin,gemifloxacin,3
252,warfarin,ginger,2
253,warfarin,ginkgo,2
254,warfarin,ginseng,2
255,warfarin,givosiran,2
256,warfarin,glimepiride,2
257,warfarin,glipizide,2
258,warfarin,glucagon,1
259,warfarin,glucosamine,2
260,warfarin,glyburide,2
261,warfarin,golimumab,2
262,warfarin,green tea,1
263,warfarin,grepafloxacin,3
264,warfarin,griseofulvin,2
265,warfarin,guselkumab,2
266,warfarin,hemin,2
267,warfarin,heparin,3
268,warfarin,horse chestnut,2
269,warfarin,hydrochlorothiazide,1
270,warfarin,hydrocortisone,2
271,warfarin,hydroflumethiazide,1
272,warfarin,hydroxyprogesterone,2
273,warfarin,ibritumomab,3
274,warfarin,ibrutinib,3
275,warfarin,ibuprofen,3
276,warfarin,icosapent,2
277,warfarin,idelalisib,2
278,warfarin,ifosfamide,2
279,warfarin,iloprost,2
280,warfarin,imatinib,3
281,warfarin,imipramine,2
282,warfarin,indapamide,1
283,warfarin,indinavir,2
284,warfarin,indomethacin,3
285,warfarin,infliximab,2
286,warfarin,"influenza virus vaccine, inactivated",2
287,warfarin,"influenza virus vaccine, live, trivalent",2
288,warfarin,inotersen,3
289,warfarin,interferon alfa-2a,2
290,warfarin,interferon alfa-2b,2
291,warfarin,interferon alfa-n1,2
292,warfarin,interferon alfa-n3,2
293,warfarin,interferon alfacon-1,2
294,warfarin,interferon beta-1a,2
295,warfarin,interferon beta-1b,2
296,warfarin,interferon gamma-1b,2
297,warfarin,iodine i 131 tositumomab,3
298,warfarin,ipilimumab,3
299,warfarin,isoniazid,2
300,warfarin,isotretinoin,2
301,warfarin,itraconazole,2
302,warfarin,ivacaftor,2
303,warfarin,ivermectin,2
304,warfarin,ixekizumab,2
305,warfarin,ketoconazole,2
306,warfarin,ketoprofen,3
307,warfarin,ketorolac,3
308,warfarin,ketorolac ophthalmic,2
309,warfarin,labetalol,1
310,warfarin,lansoprazole,2
311,warfarin,lanthanum carbonate,2
312,warfarin,lefamulin,2
313,warfarin,leflunomide,2
314,warfarin,lenalidomide,1
315,warfarin,lepirudin,3
316,warfarin,letermovir,2
317,warfarin,levamisole,2
318,warfarin,levocarnitine,2
319,warfarin,levofloxacin,3
320,warfarin,levomilnacipran,2
321,warfarin,levothyroxine,2
322,warfarin,linezolid,2
323,warfarin,liothyronine,2
324,warfarin,liotrix,2
325,warfarin,lixisenatide,1
326,warfarin,lomefloxacin,3
327,warfarin,lomitapide,2
328,warfarin,loracarbef,2
329,warfarin,lorlatinib,2
330,warfarin,lovastatin,2
331,warfarin,magnesium salicylate,2
332,warfarin,mechlorethamine,1
333,warfarin,meclofenamate,3
334,warfarin,mefenamic acid,3
335,warfarin,melatonin,2
336,warfarin,meloxicam,3
337,warfarin,menaquinone,2
338,warfarin,mephenytoin,2
339,warfarin,mephobarbital,3
340,warfarin,mercaptopurine,2
341,warfarin,mesalamine,2
342,warfarin,mesna,2
343,warfarin,metformin,2
344,warfarin,methicillin,2
345,warfarin,methimazole,2
346,warfarin,methohexital,3
347,warfarin,methotrexate,1
348,warfarin,methyclothiazide,1
349,warfarin,methyl salicylate topical,2
350,warfarin,methylphenidate,1
351,warfarin,methylprednisolone,2
352,warfarin,methyltestosterone,3
353,warfarin,metolazone,1
354,warfarin,metreleptin,2
355,warfarin,metronidazole,3
356,warfarin,metronidazole topical,2
357,warfarin,mezlocillin,2
358,warfarin,mibefradil,1
359,warfarin,miconazole,3
360,warfarin,miconazole topical,3
361,warfarin,mifepristone,3
362,warfarin,milnacipran,2
363,warfarin,minocycline,2
364,warfarin,mirabegron,1
365,warfarin,mirtazapine,2
366,warfarin,mitotane,2
367,warfarin,modafinil,2
368,warfarin,moricizine,1
369,warfarin,moxifloxacin,3
370,warfarin,multivitamin,2
371,warfarin,multivitamin with fluoride,2
372,warfarin,multivitamin with iron,2
373,warfarin,multivitamin with iron and fluoride,2
374,warfarin,multivitamin with minerals,2
375,warfarin,"multivitamin, prenatal",2
376,warfarin,nabumetone,3
377,warfarin,nafcillin,3
378,warfarin,nalidixic acid,3
379,warfarin,nandrolone,3
380,warfarin,naproxen,3
381,warfarin,nateglinide,2
382,warfarin,nelfinavir,2
383,warfarin,neomycin,2
384,warfarin,nepafenac ophthalmic,2
385,warfarin,nevirapine,2
386,warfarin,nilotinib,2
387,warfarin,nintedanib,2
388,warfarin,niraparib,2
389,warfarin,nitazoxanide,2
390,warfarin,nitisinone,2
391,warfarin,norfloxacin,3
392,warfarin,nortriptyline,2
393,warfarin,obeticholic acid,2
394,warfarin,ofloxacin,3
395,warfarin,olsalazine,1
396,warfarin,omacetaxine,3
397,warfarin,omadacycline,2
398,warfarin,omega-3 polyunsaturated fatty acids,2
399,warfarin,omeprazole,2
400,warfarin,oritavancin,2
401,warfarin,orlistat,2
402,warfarin,oseltamivir,1
403,warfarin,osilodrostat,2
404,warfarin,osimertinib,2
405,warfarin,oxacillin,2
406,warfarin,oxandrolone,3
407,warfarin,oxaprozin,3
408,warfarin,oxymetholone,3
409,warfarin,oxytetracycline,2
410,warfarin,panobinostat,3
411,warfarin,pantoprazole,2
412,warfarin,papaya,1
413,warfarin,paraldehyde,1
414,warfarin,paroxetine,2
415,warfarin,pegaspargase,2
416,warfarin,peginterferon alfa-2a,2
417,warfarin,peginterferon alfa-2b,2
418,warfarin,penbutolol,1
419,warfarin,penicillin g benzathine,2
420,warfarin,penicillin g potassium,2
421,warfarin,penicillin g sodium,2
422,warfarin,penicillin v potassium,2
423,warfarin,pentobarbital,3
424,warfarin,pentosan polysulfate sodium,2
425,warfarin,pentoxifylline,2
426,warfarin,phenobarbital,3
427,warfarin,phenylbutazone,3
428,warfarin,phenytoin,2
429,warfarin,phytonadione,2
430,warfarin,piperacillin,2
431,warfarin,piroxicam,3
432,warfarin,pitavastatin,1
433,warfarin,pitolisant,2
434,warfarin,polythiazide,1
435,warfarin,ponatinib,3
436,warfarin,posaconazole,2
437,warfarin,prasugrel,3
438,warfarin,pravastatin,1
439,warfarin,prednisolone,2
440,warfarin,prednisone,2
441,warfarin,primidone,3
442,warfarin,procaine penicillin,2
443,warfarin,procarbazine,1
444,warfarin,proguanil,2
445,warfarin,propafenone,2
446,warfarin,propoxyphene,2
447,warfarin,propranolol,1
448,warfarin,propylthiouracil,2
449,warfarin,protein c,2
450,warfarin,protriptyline,2
451,warfarin,quetiapine,2
452,warfarin,quinestrol,2
453,warfarin,quinidine,2
454,warfarin,quinine,2
455,warfarin,rabeprazole,2
456,warfarin,raloxifene,1
457,warfarin,ramucirumab,3
458,warfarin,ranitidine,2
459,warfarin,ranitidine bismuth citrate,2
460,warfarin,red yeast rice,2
461,warfarin,regorafenib,3
462,warfarin,reteplase,3
463,warfarin,ribavirin,2
464,warfarin,rifabutin,3
465,warfarin,rifampin,3
466,warfarin,rifapentine,2
467,warfarin,rifaximin,2
468,warfarin,rilonacept,2
469,warfarin,ritonavir,2
470,warfarin,rivaroxaban,3
471,warfarin,rofecoxib,2
472,warfarin,romidepsin,2
473,warfarin,ropinirole,2
474,warfarin,rosuvastatin,2
475,warfarin,rucaparib,2
476,warfarin,rufinamide,2
477,warfarin,salsalate,2
478,warfarin,saquinavir,2
479,warfarin,sarecycline,2
480,warfarin,sarilumab,2
481,warfarin,satralizumab,2
482,warfarin,secobarbital,3
483,warfarin,secukinumab,2
484,warfarin,selpercatinib,2
485,warfarin,selumetinib,2
486,warfarin,sertraline,2
487,warfarin,sibutramine,2
488,warfarin,sildenafil,2
489,warfarin,siltuximab,2
490,warfarin,simeprevir,2
491,warfarin,simvastatin,1
492,warfarin,sodium iodide i-123,2
493,warfarin,sodium iodide-i-131,2
494,warfarin,sodium salicylate,2
495,warfarin,sodium thiosalicylate,2
496,warfarin,sofosbuvir,2
497,warfarin,somapacitan-beco,2
498,warfarin,somatrem,2
499,warfarin,somatropin,2
500,warfarin,sorafenib,2
501,warfarin,sparfloxacin,3
502,warfarin,spironolactone,1
503,warfarin,st. john's wort,2
504,warfarin,stanozolol,3
505,warfarin,streptokinase,3
506,warfarin,sucralfate,2
507,warfarin,sugammadex,2
508,warfarin,sulfadiazine,3
509,warfarin,sulfadoxine,3
510,warfarin,sulfamethizole,3
511,warfarin,sulfamethoxazole,3
512,warfarin,sulfasalazine,3
513,warfarin,sulfinpyrazone,3
514,warfarin,sulfisoxazole,3
515,warfarin,sulindac,3
516,warfarin,sunitinib,2
517,warfarin,suprofen ophthalmic,2
518,warfarin,tamoxifen,3
519,warfarin,tamsulosin,1
520,warfarin,tazemetostat,2
521,warfarin,telaprevir,2
522,warfarin,telithromycin,2
523,warfarin,telmisartan,1
524,warfarin,temsirolimus,3
525,warfarin,tenecteplase,3
526,warfarin,terbinafine,2
527,warfarin,teriflunomide,2
528,warfarin,testolactone,2
529,warfarin,testosterone,3
530,warfarin,testosterone topical,3
531,warfarin,tetracycline,2
532,warfarin,thiopental,3
533,warfarin,thyroid desiccated,2
534,warfarin,ticagrelor,2
535,warfarin,ticarcillin,2
536,warfarin,ticlopidine,2
537,warfarin,tigecycline,2
538,warfarin,timolol,1
539,warfarin,tinidazole,2
540,warfarin,tinzaparin,3
541,warfarin,tipranavir,3
542,warfarin,tirofiban,3
543,warfarin,tocilizumab,2
544,warfarin,tolbutamide,2
545,warfarin,tolcapone,1
546,warfarin,tolmetin,3
547,warfarin,tolterodine,2
548,warfarin,topiramate,2
549,warfarin,toremifene,2
550,warfarin,torsemide,2
551,warfarin,tositumomab,3
552,warfarin,tramadol,2
553,warfarin,trastuzumab,2
554,warfarin,trazodone,1
555,warfarin,treprostinil,2
556,warfarin,triamcinolone,2
557,warfarin,triamcinolone ophthalmic,2
558,warfarin,trichlormethiazide,1
559,warfarin,trimethoprim,2
560,warfarin,trimipramine,2
561,warfarin,troglitazone,2
562,warfarin,troleandomycin,3
563,warfarin,trovafloxacin,3
564,warfarin,tucatinib,2
565,warfarin,turmeric,1
566,warfarin,ubiquinone,2
567,warfarin,urokinase,3
568,warfarin,ustekinumab,2
569,warfarin,valdecoxib,2
570,warfarin,valproic acid,2
571,warfarin,vandetanib,2
572,warfarin,vemurafenib,2
573,warfarin,venetoclax,2
574,warfarin,venlafaxine,2
575,warfarin,verteporfin,2
576,warfarin,vilazodone,2
577,warfarin,vincristine,1
578,warfarin,vincristine liposome,1
579,warfarin,vitamin e,2
580,warfarin,vorapaxar,3
581,warfarin,voriconazole,3
582,warfarin,vorinostat,2
583,warfarin,vortioxetine,2
584,warfarin,voxelotor,2
585,warfarin,zafirlukast,2
586,warfarin,zanubrutinib,3
587,warfarin,zileuton,2
588,penicillin g potassium,azithromycin,1
589,penicillin g potassium,chloramphenicol,2
590,penicillin g potassium,clarithromycin,1
591,penicillin g potassium,demeclocycline,2
592,penicillin g potassium,doxycycline,2
593,penicillin g potassium,erythromycin,1
594,penicillin g potassium,estradiol,2
595,penicillin g potassium,ethinyl estradiol,2
596,penicillin g potassium,heparin,1
597,penicillin g potassium,methotrexate,3
598,penicillin g potassium,minocycline,2
599,penicillin g potassium,oxytetracycline,2
600,penicillin g potassium,sarecycline,2
601,penicillin g potassium,sodium iodide i-123,2
602,penicillin g potassium,sodium iodide-i-131,2
603,penicillin g potassium,tetracycline,2
604,penicillin g potassium,troleandomycin,1
605,bismuth subsalicylate,abciximab,2
606,bismuth subsalicylate,apixaban,2
607,bismuth subsalicylate,ardeparin,2
608,bismuth subsalicylate,argatroban,2
609,bismuth subsalicylate,betrixaban,2
610,bismuth subsalicylate,bivalirudin,2
611,bismuth subsalicylate,chlorpropamide,2
612,bismuth subsalicylate,citalopram,2
613,bismuth subsalicylate,clomipramine,2
614,bismuth subsalicylate,clopidogrel,2
615,bismuth subsalicylate,dabigatran,2
616,bismuth subsalicylate,dalteparin,2
617,bismuth subsalicylate,danaparoid,2
618,bismuth subsalicylate,deferasirox,3
619,bismuth subsalicylate,demeclocycline,2
620,bismuth subsalicylate,desirudin,2
621,bismuth subsalicylate,desvenlafaxine,2
622,bismuth subsalicylate,dexfenfluramine,2
623,bismuth subsalicylate,divalproex sodium,2
624,bismuth subsalicylate,doxycycline,2
625,bismuth subsalicylate,drotrecogin alfa,2
626,bismuth subsalicylate,duloxetine,2
627,bismuth subsalicylate,edoxaban,2
628,bismuth subsalicylate,enoxaparin,2
629,bismuth subsalicylate,epoprostenol,2
630,bismuth subsalicylate,eptifibatide,2
631,bismuth subsalicylate,escitalopram,2
632,bismuth subsalicylate,ethacrynic acid,1
633,bismuth subsalicylate,fenfluramine,2
634,bismuth subsalicylate,fluoxetine,2
635,bismuth subsalicylate,fluvoxamine,2
636,bismuth subsalicylate,fondaparinux,2
637,bismuth subsalicylate,glimepiride,2
638,bismuth subsalicylate,glipizide,2
639,bismuth subsalicylate,glyburide,2
640,bismuth subsalicylate,heparin,2
641,bismuth subsalicylate,iloprost,2
642,bismuth subsalicylate,imipramine,2
643,bismuth subsalicylate,"influenza virus vaccine, live, trivalent",3
644,bismuth subsalicylate,lepirudin,2
645,bismuth subsalicylate,methotrexate,3
646,bismuth subsalicylate,milnacipran,2
647,bismuth subsalicylate,minocycline,2
648,bismuth subsalicylate,nateglinide,2
649,bismuth subsalicylate,omadacycline,2
650,bismuth subsalicylate,oxytetracycline,2
651,bismuth subsalicylate,paroxetine,2
652,bismuth subsalicylate,phenytoin,1
653,bismuth subsalicylate,prasugrel,2
654,bismuth subsalicylate,propoxyphene,2
655,bismuth subsalicylate,ramucirumab,3
656,bismuth subsalicylate,rivaroxaban,2
657,bismuth subsalicylate,sarecycline,2
658,bismuth subsalicylate,sertraline,2
659,bismuth subsalicylate,sibutramine,2
660,bismuth subsalicylate,spironolactone,1
661,bismuth subsalicylate,tetracycline,2
662,bismuth subsalicylate,ticagrelor,2
663,bismuth subsalicylate,tinzaparin,2
664,bismuth subsalicylate,tirofiban,2
665,bismuth subsalicylate,tolbutamide,2
666,bismuth subsalicylate,torsemide,1
667,bismuth subsalicylate,treprostinil,2
668,bismuth subsalicylate,valproic acid,2
669,bismuth subsalicylate,venlafaxine,2
670,bismuth subsalicylate,vilazodone,2
671,glipizide,albiglutide,2
672,glipizide,alpelisib,2
673,glipizide,aminoglutethimide,1
674,glipizide,amitriptyline,2
675,glipizide,amoxapine,2
676,glipizide,amprenavir,2
677,glipizide,apalutamide,2
678,glipizide,aprepitant,2
679,glipizide,asparaginase erwinia chrysanthemi,2
680,glipizide,asparaginase escherichia coli,2
681,glipizide,aspirin,2
682,glipizide,atazanavir,2
683,glipizide,balsalazide,2
684,glipizide,benazepril,2
685,glipizide,bendroflumethiazide,2
686,glipizide,benzthiazide,2
687,glipizide,betamethasone,2
688,glipizide,bortezomib,2
689,glipizide,bosentan,2
690,glipizide,bromfenac,2
691,glipizide,calaspargase pegol,2
692,glipizide,celecoxib,2
693,glipizide,ceritinib,2
694,glipizide,charcoal,2
695,glipizide,chloramphenicol,2
696,glipizide,chlorothiazide,2
697,glipizide,chlorotrianisene,2
698,glipizide,chlorthalidone,2
699,glipizide,cholestyramine,2
700,glipizide,choline salicylate,2
701,glipizide,cimetidine,2
702,glipizide,cinoxacin,3
703,glipizide,ciprofloxacin,3
704,glipizide,citalopram,2
705,glipizide,clarithromycin,2
706,glipizide,clofibrate,2
707,glipizide,clomipramine,2
708,glipizide,clozapine,2
709,glipizide,colesevelam,2
710,glipizide,conjugated estrogens,2
711,glipizide,conjugated estrogens topical,2
712,glipizide,corticorelin,2
713,glipizide,corticotropin,2
714,glipizide,cortisone,2
715,glipizide,cosyntropin,2
716,glipizide,cyclophosphamide,2
717,glipizide,cyclosporine,2
718,glipizide,dabrafenib,2
719,glipizide,danazol,2
720,glipizide,darunavir,2
721,glipizide,deflazacort,2
722,glipizide,desipramine,2
723,glipizide,dexamethasone,2
724,glipizide,dexfenfluramine,2
725,glipizide,diclofenac,2
726,glipizide,dienestrol topical,2
727,glipizide,diethylstilbestrol,2
728,glipizide,diflunisal,2
729,glipizide,disopyramide,2
730,glipizide,doxepin,2
731,glipizide,doxepin topical,2
732,glipizide,enoxacin,3
733,glipizide,enzalutamide,2
734,glipizide,escitalopram,2
735,glipizide,esomeprazole,1
736,glipizide,esterified estrogens,2
737,glipizide,estradiol,2
738,glipizide,estradiol topical,2
739,glipizide,estramustine,2
740,glipizide,estrone,2
741,glipizide,estropipate,2
742,glipizide,estropipate topical,2
743,glipizide,ethacrynic acid,2
744,glipizide,ethanol,2
745,glipizide,ethinyl estradiol,2
746,glipizide,etodolac,2
747,glipizide,etravirine,2
748,glipizide,exenatide,2
749,glipizide,fenfluramine,2
750,glipizide,fenofibrate,2
751,glipizide,fenofibric acid,2
752,glipizide,fenoprofen,2
753,glipizide,fluconazole,3
754,glipizide,fludrocortisone,2
755,glipizide,fluoxetine,2
756,glipizide,fluoxymesterone,2
757,glipizide,flurbiprofen,2
758,glipizide,fluvoxamine,2
759,glipizide,fosamprenavir,2
760,glipizide,fosaprepitant,2
761,glipizide,fosphenytoin,2
762,glipizide,garlic,1
763,glipizide,gatifloxacin,3
764,glipizide,gemfibrozil,2
765,glipizide,gemifloxacin,3
766,glipizide,ginseng,2
767,glipizide,grepafloxacin,3
768,glipizide,heparin,2
769,glipizide,hydrochlorothiazide,2
770,glipizide,hydrocortisone,2
771,glipizide,hydroflumethiazide,2
772,glipizide,hydroxyprogesterone,2
773,glipizide,ibuprofen,2
774,glipizide,ifosfamide,2
775,glipizide,imipramine,2
776,glipizide,indapamide,2
777,glipizide,indinavir,2
778,glipizide,indomethacin,2
779,glipizide,isoniazid,2
780,glipizide,itraconazole,1
781,glipizide,ivacaftor,2
782,glipizide,ketoprofen,2
783,glipizide,ketorolac,2
784,glipizide,labetalol,2
785,glipizide,leflunomide,2
786,glipizide,letermovir,2
787,glipizide,levofloxacin,3
788,glipizide,levothyroxine,2
789,glipizide,linezolid,2
790,glipizide,liothyronine,2
791,glipizide,liotrix,2
792,glipizide,lixisenatide,2
793,glipizide,lomefloxacin,3
794,glipizide,lorlatinib,2
795,glipizide,magnesium salicylate,2
796,glipizide,meclofenamate,2
797,glipizide,mefenamic acid,2
798,glipizide,meloxicam,2
799,glipizide,mesalamine,2
800,glipizide,metformin,2
801,glipizide,methyclothiazide,2
802,glipizide,methylprednisolone,2
803,glipizide,methyltestosterone,2
804,glipizide,metolazone,2
805,glipizide,metreleptin,2
806,glipizide,miconazole,3
807,glipizide,mifepristone,2
808,glipizide,moxifloxacin,3
809,glipizide,nabumetone,2
810,glipizide,nalidixic acid,3
811,glipizide,nandrolone,2
812,glipizide,naproxen,2
813,glipizide,nateglinide,2
814,glipizide,nelfinavir,2
815,glipizide,nitazoxanide,2
816,glipizide,norfloxacin,3
817,glipizide,nortriptyline,2
818,glipizide,ofloxacin,3
819,glipizide,olsalazine,2
820,glipizide,omacetaxine,2
821,glipizide,omeprazole,1
822,glipizide,orlistat,2
823,glipizide,oxandrolone,2
824,glipizide,oxaprozin,2
825,glipizide,oxymetholone,2
826,glipizide,paroxetine,2
827,glipizide,pegaspargase,2
828,glipizide,penbutolol,2
829,glipizide,pentoxifylline,2
830,glipizide,phenylbutazone,2
831,glipizide,phenytoin,2
832,glipizide,piroxicam,2
833,glipizide,polythiazide,2
834,glipizide,posaconazole,2
835,glipizide,prednisolone,2
836,glipizide,prednisone,2
837,glipizide,propoxyphene,2
838,glipizide,propranolol,2
839,glipizide,protriptyline,2
840,glipizide,quetiapine,2
841,glipizide,quinestrol,2
842,glipizide,quinidine,2
843,glipizide,quinine,2
844,glipizide,ranitidine,2
845,glipizide,ranitidine bismuth citrate,2
846,glipizide,rifabutin,2
847,glipizide,rifampin,2
848,glipizide,rifapentine,2
849,glipizide,ritonavir,2
850,glipizide,rofecoxib,2
851,glipizide,rucaparib,2
852,glipizide,salsalate,2
853,glipizide,saquinavir,2
854,glipizide,sertraline,2
855,glipizide,sibutramine,2
856,glipizide,sodium salicylate,2
